"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mylk3",13.8994785874063,0.0936587787838662,1.22334009319669,0.0765598865799678,0.938973671121855,0.966665598656711
"Gpt2",338.979401269794,0.816810276874394,0.37893367801245,2.15554943851561,0.0311188642696039,0.0840139453566487
"Dnaja2",3298.27791877979,0.0271216241897297,0.0868611086204256,0.312241285202202,0.754857158344511,0.850036928292122
"Itfg1",1401.41304335693,0.249779406027447,0.116024949741704,2.15280770716564,0.0313337941860864,0.0843901205125528
"Rfx1",2148.7797331867,-0.492773285703307,0.131873791958107,-3.73670369515006,0.000186448417042047,0.0012238564930492
"Tecr",2559.98989448606,0.035339819816905,0.114964070626877,0.307398821424848,0.758539825158638,0.852709410012541
"Tbc1d9",2410.56087121378,1.72403791851665,0.445703514148796,3.86812727247442,0.000109674420195101,0.000779137051467836
"Ucp1",11.8488826185398,3.60194390830877,1.20110591272082,2.99885619591151,0.0027099518080225,0.0115657664684827
"Zfp330",678.984537941146,-0.126936199666921,0.142879501500772,-0.888414351489292,0.374317908359166,0.539438874112071
"Il15",1119.12274860845,0.194785963940358,0.333300008735505,0.584416318137373,0.55894025066321,0.705400288890124
"Gab1",631.002100423183,-0.496647800434338,0.352279625472695,-1.40981131045523,0.158595406002998,0.293162341859355
"Smarca5",1697.57375386562,0.013263792209595,0.126261051941825,0.105050544135386,0.916335702140375,0.953616372935938
"Hp",12562.0386726384,0.803231652620785,0.402005153435135,1.99806307396104,0.0457098224205652,0.113530057766229
"Txnl4b",316.19611295711,0.922735698943868,0.246972535544644,3.73618749513574,0.000186831382785509,0.00122585544985504
"Ces1f",3.75079267995065,-4.73916015014211,2.3355075450893,-2.02917783764253,0.0424401800516304,0.107266157699373
"Zfp821",500.388386017245,-0.614873747544033,0.250361377184474,-2.45594490036287,0.0140514700122014,0.0447362853576484
"Ist1",8334.28363481068,0.306939099789893,0.132515296093901,2.31625411433555,0.0205443981023129,0.060354962018994
"Dhodh",289.27435912971,-0.280926893768453,0.17644105013138,-1.59218556883033,0.111343014822716,0.22567887674302
"Ap1g1",2938.40070576001,0.190331469723469,0.101652198928372,1.87237926704944,0.0611541513146027,0.143123424812208
"Phlpp2",449.562656270301,-0.725390952372472,0.183948802278671,-3.94343938849652,8.03212985372961e-05,0.00059354211576331
"Irx3",640.174334049849,-1.78295802629803,0.698681464589501,-2.55188969031199,0.0107140434336018,0.0359952245966816
"Irx5",315.076575936989,-1.11582791951477,0.366678675548318,-3.0430673882145,0.00234179885161528,0.0102492226972543
"Mmp2",924.106471331474,-2.72169214495654,0.571988970167264,-4.75829480446214,1.9523522115148e-06,2.39696093588098e-05
"Gnao1",83.8039869766719,-1.91742460163853,0.539574721153065,-3.55358493730213,0.000380018460105487,0.00224712270273946
"St3gal2",648.728104801211,-0.190147445009671,0.212382978895352,-0.895304538992094,0.370624314587199,0.535449012080175
"Il34",205.248495042882,0.289168659116144,0.463182444382487,0.624308331680538,0.532425113287763,0.682795590910672
"Amfr",4754.90562024989,-0.0231038892448861,0.109744907411294,-0.210523565875352,0.833259060856954,0.902933222085095
"Cog4",1021.84894799434,0.185478074492432,0.119695880008608,1.54957776724723,0.121242892632443,0.240500719501516
"Nudt21",392.037578786166,0.0615917702567618,0.184328587121178,0.334141172667218,0.73827303248589,0.839772141537262
"Bbs2",372.697130276056,-0.761414371059786,0.241156487571017,-3.15734558389419,0.00159212535745751,0.0074256422595355
"Cenpn",118.31448879301,0.480641567777639,0.358687619993626,1.34000043766825,0.180245202638575,0.322556558726183
"Cdyl2",257.600192385885,-0.117438156483489,0.263892284208323,-0.445023077638677,0.656303076714678,0.779346970257737
"Mt3",3.95931390358107,1.02401624466891,1.44107952772979,0.710589682917846,0.477338538232903,0.634523647421361
"Mt2",223.36858168232,1.85411016806639,0.396001179448824,4.68208243886304,2.83975225885545e-06,3.31955782001884e-05
"Mt1",3148.41050968473,1.64107206655146,0.289430410447971,5.67000566392268,1.42792798894507e-08,3.16106041632048e-07
"Slc12a3",53.3364338141687,-0.100013563213611,0.545754419877963,-0.183257449817768,0.854596019081778,0.916899923266912
"Nudt7",181.848931621434,-0.0259192735769489,0.180135328486766,-0.143887785892333,0.885589080764347,0.934436385583715
"Herpud1",5962.89912543076,-1.02337834784043,0.259996215832641,-3.93612785694995,8.28068673738433e-05,0.000610178467791512
"Cntnap4",0.148040892359493,0,6.34335724256334,0,1,NA
"Fam192a",909.815266624008,0.371558537502892,0.111697386557889,3.32647476322398,0.000879519837650599,0.00454113496618474
"Pllp",23.8574155349262,-0.494486490583416,0.844467274835058,-0.585560276068719,0.558171049631046,0.704600220877443
"Arl2bp",1445.03109595462,-0.376720384712166,0.131232595892766,-2.87063120369878,0.00409653152988076,0.0163787902994388
"Cx3cl1",591.281878000044,0.174226788674087,0.434045211615128,0.401402397749696,0.688123884345158,0.804223789951937
"Ccl22",2743.45495212879,0.476639192432233,0.826090312937142,0.576981941281402,0.563951654814484,0.709547610134887
"Ccl17",617.132587021957,1.43437748040758,0.700251729822893,2.04837406223953,0.0405233610360522,0.103469957463235
"Ciapin1",1739.46930790987,0.613977073914445,0.191887770582579,3.19966755593849,0.0013758618711899,0.00657393616167136
"Coq9",800.649184674005,0.157137649935373,0.180884819930713,0.868716623072979,0.38500214689911,0.549917615964741
"Polr2c",445.999297428204,0.162103690049535,0.162584990124028,0.997039701671563,0.318745239400532,0.483704179686466
"Adgrg1",2491.12008257872,-1.17518503364493,0.271265575494668,-4.33223062492139,1.4760620437842e-05,0.000136666905700849
"Drc7",120.554670042922,-1.75805493538904,0.833526852733451,-2.10917612266924,0.0349293821233285,0.0920747703163268
"Katnb1",537.39302165768,0.0575924593333759,0.193056742298401,0.29831881884942,0.765459842467925,0.858081471663405
"Kifc3",556.631463936391,-0.0521174603721335,0.26296296518984,-0.198193157483255,0.842893940839973,0.909589822646409
"Cngb1",11.5882637046759,-0.901411681285311,1.13291518846308,-0.795656806850802,0.42623153867434,0.589831492123306
"Mmp15",3092.59730536863,-2.45271054993237,0.487597830677699,-5.03019167768529,4.89989739583195e-07,7.25881482459313e-06
"Tmem38a",277.27954927192,-0.322344782183357,0.434721397217441,-0.741497391770032,0.45839191263771,0.618457113485391
"Usb1",781.77690359868,0.229398718395793,0.142168116230677,1.61357359496541,0.106619948099222,0.218510774828578
"Cfap20",1069.79231514211,-0.559268365969689,0.173489261308204,-3.22364832124189,0.00126568733384788,0.00615018134320034
"Tpm4",11179.2429112293,0.240551891630391,0.199636483905876,1.20494955092379,0.228222778052845,0.382549742405396
"B3gnt3",628.70521113884,2.06480198034727,0.332906222264548,6.20235322218295,5.56250559326858e-10,1.73180079516324e-08
"Jak3",2148.23136360593,0.485643643464119,0.123752241174762,3.92432200705196,8.69743367061165e-05,0.000636684734604166
"Pgls",1014.72917057257,0.354107173406247,0.145718343145676,2.43007960262245,0.015095506999306,0.047318026251936
"Slc27a1",1305.10843469663,1.25757381538737,0.337025216494475,3.7313938359505,0.00019042325649693,0.00124680564549247
"1700018B08Rik",3.27719861823558,-2.57464416225247,3.06606444915777,-0.839722779786875,0.401063838559852,0.565112399283442
"Map1lc3b",6297.93461487167,-0.312208564604246,0.148705992336687,-2.09950224398067,0.035772650215688,0.0937675572679889
"Mvb12a",805.243888126261,0.593696231848356,0.099094935162888,5.99118644028036,2.08315654856674e-09,5.73198128477986e-08
"Mthfsd",397.820054829771,0.0444436584071288,0.155934466463899,0.285014977220692,0.775632667456473,0.864922772605243
"Cox4i1",4805.91472477233,0.498513592490473,0.110706813338666,4.50300733492757,6.69985705339882e-06,7.00883975151072e-05
"Emc8",562.008679338578,0.226004593986227,0.134661932687644,1.67831093372511,0.093286414681537,0.197141535660515
"Babam1",1047.50109583119,0.135773733188516,0.0979656062080299,1.38593265987862,0.165767466905182,0.303034556917711
"Gins2",124.247997726857,1.64870040927668,0.342499110921239,4.81373631844496,1.48134238966426e-06,1.87921267922587e-05
"Gse1",1726.83665977889,-0.53333287036816,0.158236365410952,-3.37048230969572,0.000750367236773931,0.00398758569994552
"Zdhhc7",1039.47793609172,0.0844660672822916,0.125669527326064,0.672128471233403,0.5015019125761,0.655513372221449
"6430548M08Rik",1953.23105019797,-0.00797019231061458,0.316253064291939,-0.0252019449312186,0.979893885619344,0.989389594828136
"Crispld2",2181.20823586147,-1.00542895621358,0.869160285983555,-1.1567819796044,0.247361446053204,0.403821638878149
"Usp10",983.014023094955,-0.0963798471660003,0.168354061650095,-0.57248305280757,0.56699476390965,0.712101456098742
"Cotl1",16946.2325753405,1.25020272552532,0.202834906550025,6.16364681400133,7.10884062063046e-10,2.14901489477434e-08
"Klhl36",288.539494029821,0.0732267195676949,0.192953866652699,0.379503768636557,0.70431380626004,0.814722853825636
"Dnaaf1",36.0401663072295,-2.59841378915309,0.977660816366991,-2.6577865714296,0.00786556871919106,0.0279388576164175
"Taf1c",451.70192778268,-0.399651994102881,0.166882588388157,-2.39480941638633,0.0166290062479691,0.0511201295534045
"Mast3",3014.39062897189,-0.191581692220238,0.171759911731774,-1.11540399787477,0.264677337121812,0.423703031480662
"Pik3r2",1318.87836631757,0.455928369580525,0.158354144442476,2.87916916343257,0.00398724397439192,0.0160279413775132
"Mbtps1",2726.04000118371,-0.390921755391444,0.0937181252849735,-4.17125026992109,3.0293292742555e-05,0.000254135197140844
"Necab2",87.3948713134621,0.267574473551916,1.08325717518757,0.24700918644327,0.804901114574272,0.88546487785467
"Hsbp1",1737.35328102436,0.477142116402112,0.106957364896285,4.46104966090731,8.15591858987929e-06,8.277198158521e-05
"Rab3a",248.280403510932,-1.2960729605636,0.268091905586799,-4.83443525729269,1.33524150840155e-06,1.72324438768025e-05
"Cdh13",450.048707611916,1.73213996285965,0.552751716878312,3.13366726862827,0.00172636492369794,0.007928697441221
"Pde4c",143.490232339015,-1.15097561017438,0.537990687674409,-2.13939690136597,0.0324035376884057,0.0867183031733036
"Mphosph6",292.77468876049,0.299322735993342,0.178492693050591,1.67694671909345,0.0935529012197533,0.197559558595261
"Hsd17b2",5.36346186060512,3.28120201492298,1.80260033159772,1.82026040792677,0.068719357664141,0.156388513808793
"Bco1",4.3185037792673,0.594111313280914,1.81162407019894,0.327944038199753,0.742953975656337,0.842782459904476
