"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Erg28",368.914262093162,0.486513317553666,0.253235700350607,1.92118771910945,0.0547080458626218,0.100592005739637
"Tgfb3",328.941593743785,-2.1230526233119,0.458799256709476,-4.62741077337069,3.70265668159444e-06,2.08536292888791e-05
"Gpatch2l",1104.01591089615,0.492262487697207,0.164091436523114,2.99992795558144,0.00270043471215774,0.00754201110012747
"Esrrb",1.11393962739547,2.27191543813838,4.9880524035814,0.455471445429715,0.64877010588495,NA
"Vash1",79.8914433991784,-0.0764063964974164,0.7159648152572,-0.106718088471943,0.915012632032042,0.945720111383084
"Angel1",147.666924720136,-0.68615564560094,0.350925805738088,-1.95527269406072,0.05055089236348,0.0939540845223962
"Ccnk",1679.87950942657,0.0337976613253185,0.127659581686279,0.264748332078791,0.791203341915227,0.852465393866267
"Cyp46a1",7.59400724048254,-1.42768504795875,1.76755031034944,-0.807719610355248,0.419252011904169,0.52732091534285
"Hhipl1",16.5252727337595,-3.58198170825555,1.46608053725613,-2.44323665530645,0.0145561886319136,0.032620973921448
"Evl",2685.77611166788,-1.19296111736141,0.303752061892307,-3.92741734798286,8.58629134874595e-05,0.000355389691444784
"Degs2",40.1262858796317,-3.03748967792916,1.06268828305036,-2.858307300811,0.0042590770642712,0.011255514953922
"Yy1",2705.29594293339,-0.214475916309915,0.0914119832120305,-2.34625602435993,0.0189630765772082,0.0409865750000259
"Slc25a29",87.2606981313003,-1.29772726616368,0.504764833398332,-2.57095419549481,0.0101418739822869,0.0239400918998885
"Wars",1325.22497600038,0.0220577549613335,0.14122771268204,0.15618574104499,0.875886615800767,0.918370583546906
"Hsp90aa1",8803.16704997581,-0.434765890655555,0.238959335224403,-1.81941371006607,0.0688483366085967,0.122026610666337
"Zfp839",353.551740262886,0.602261220379235,0.210482582997121,2.8613351841443,0.00421860784348273,0.0111579999975955
"Fdft1",683.023456623938,1.17854460132182,0.237456503403347,4.96320203671123,6.93403851881361e-07,4.61407347529712e-06
"Tecpr2",530.527126970396,0.547859467325122,0.274874770590113,1.99312387291476,0.0462478844709943,0.0870224158917854
"Cinp",333.27814053317,0.372223206440708,0.163445419480665,2.27735477459948,0.0227650484670528,0.0479701958327583
"Traf3",2442.76185069933,-1.01435437920893,0.213003703309457,-4.76214433575013,1.91546596350841e-06,1.15407931933974e-05
"Amn",27.2369077525129,-0.903106366348429,0.77060815118464,-1.17193980489319,0.241221224479356,0.341489720777886
"Cdc42bpb",2580.36807529904,-1.40220578577958,0.227598250114805,-6.1608812241407,7.23412377158692e-10,8.61753966662591e-09
"Exoc3l4",64.1774823850256,2.48859410831555,0.607073629321223,4.09932829910282,4.1435093358532e-05,0.000184288296556772
"Tnfaip2",55399.2704893624,-0.464594165900301,0.486201355095616,-0.955559175290522,0.339294995309947,0.447837301047139
"Eif5",23901.7203848365,-0.300830502009432,0.205599365125151,-1.46318789372872,0.143415972520351,0.224010417201736
"Ppp1r13b",1068.59183233094,-0.428011150994281,0.165699011285897,-2.58306400064024,0.00979271550275549,0.0232558734505882
"Zfyve21",232.536274279908,-1.19148729524893,0.368678302664555,-3.23178035332611,0.00123021578988191,0.00378932648404896
"Xrcc3",213.259947510643,0.730399299198207,0.262014117942941,2.78763337232563,0.00530945939316616,0.0136460353323128
"Klc1",1525.12062105673,0.22867585065447,0.113593315053108,2.01311010729424,0.0441030471637032,0.0837427437883023
"Atp5mpl",1107.24919049064,1.02025348181178,0.168643939290018,6.0497488739115,1.45071793266375e-09,1.63117054457566e-08
"Kif26a",127.493597607209,-1.85558561039062,0.747375595358531,-2.48280198325242,0.0130353526759944,0.0296420088713976
"Gpr132",11542.3468942841,-0.94266413503806,0.323308795171198,-2.91567736206775,0.00354917313786681,0.00961185703893958
"Hecw1",0.305636442539358,1.94161341748669,6.28658056511762,0.308850478789715,0.757435268454413,NA
